20250428104324,60.60.0.1,53837,10.100.200.15,5001,3,0.0-1.0,35258428,282067424
20250428104325,60.60.0.1,53837,10.100.200.15,5001,3,1.0-2.0,38404096,307232768
20250428104326,60.60.0.1,53837,10.100.200.15,5001,3,2.0-3.0,41943040,335544320
20250428104327,60.60.0.1,53837,10.100.200.15,5001,3,3.0-4.0,39452672,315621376
20250428104328,60.60.0.1,53837,10.100.200.15,5001,3,4.0-5.0,40370176,322961408
20250428104329,60.60.0.1,53837,10.100.200.15,5001,3,5.0-6.0,44826624,358612992
20250428104330,60.60.0.1,53837,10.100.200.15,5001,3,6.0-7.0,42074112,336592896
20250428104331,60.60.0.1,53837,10.100.200.15,5001,3,7.0-8.0,41418752,331350016
20250428104332,60.60.0.1,53837,10.100.200.15,5001,3,8.0-9.0,39976960,319815680
20250428104333,60.60.0.1,53837,10.100.200.15,5001,3,9.0-10.0,36569088,292552704
20250428104334,60.60.0.1,53837,10.100.200.15,5001,3,10.0-11.0,37617664,300941312
20250428104335,60.60.0.1,53837,10.100.200.15,5001,3,11.0-12.0,41811968,334495744
20250428104336,60.60.0.1,53837,10.100.200.15,5001,3,12.0-13.0,42729472,341835776
20250428104337,60.60.0.1,53837,10.100.200.15,5001,3,13.0-14.0,43909120,351272960
20250428104338,60.60.0.1,53837,10.100.200.15,5001,3,14.0-15.0,31981568,255852544
20250428104339,60.60.0.1,53837,10.100.200.15,5001,3,15.0-16.0,21889024,175112192
20250428104340,60.60.0.1,53837,10.100.200.15,5001,3,16.0-17.0,39452672,315621376
20250428104341,60.60.0.1,53837,10.100.200.15,5001,3,17.0-18.0,38141952,305135616
20250428104342,60.60.0.1,53837,10.100.200.15,5001,3,18.0-19.0,41680896,333447168
20250428104343,60.60.0.1,53837,10.100.200.15,5001,3,19.0-20.0,31326208,250609664
20250428104344,60.60.0.1,53837,10.100.200.15,5001,3,20.0-21.0,29884416,239075328
20250428104345,60.60.0.1,53837,10.100.200.15,5001,3,21.0-22.0,33947648,271581184
20250428104346,60.60.0.1,53837,10.100.200.15,5001,3,22.0-23.0,29097984,232783872
20250428104347,60.60.0.1,53837,10.100.200.15,5001,3,23.0-24.0,32243712,257949696
20250428104348,60.60.0.1,53837,10.100.200.15,5001,3,24.0-25.0,34078720,272629760
20250428104349,60.60.0.1,53837,10.100.200.15,5001,3,25.0-26.0,26345472,210763776
20250428104350,60.60.0.1,53837,10.100.200.15,5001,3,26.0-27.0,39059456,312475648
20250428104351,60.60.0.1,53837,10.100.200.15,5001,3,27.0-28.0,32505856,260046848
20250428104352,60.60.0.1,53837,10.100.200.15,5001,3,28.0-29.0,26345472,210763776
20250428104353,60.60.0.1,53837,10.100.200.15,5001,3,29.0-30.0,29622272,236978176
20250428104354,60.60.0.1,53837,10.100.200.15,5001,3,30.0-31.0,33947648,271581184
20250428104355,60.60.0.1,53837,10.100.200.15,5001,3,31.0-32.0,27394048,219152384
20250428104356,60.60.0.1,53837,10.100.200.15,5001,3,32.0-33.0,27787264,222298112
20250428104357,60.60.0.1,53837,10.100.200.15,5001,3,33.0-34.0,29360128,234881024
20250428104358,60.60.0.1,53837,10.100.200.15,5001,3,34.0-35.0,27394048,219152384
20250428104359,60.60.0.1,53837,10.100.200.15,5001,3,35.0-36.0,31457280,251658240
20250428104400,60.60.0.1,53837,10.100.200.15,5001,3,36.0-37.0,29753344,238026752
20250428104401,60.60.0.1,53837,10.100.200.15,5001,3,37.0-38.0,33554432,268435456
20250428104402,60.60.0.1,53837,10.100.200.15,5001,3,38.0-39.0,32374784,258998272
20250428104403,60.60.0.1,53837,10.100.200.15,5001,3,39.0-40.0,33030144,264241152
20250428104404,60.60.0.1,53837,10.100.200.15,5001,3,40.0-41.0,33292288,266338304
20250428104405,60.60.0.1,53837,10.100.200.15,5001,3,41.0-42.0,33947648,271581184
20250428104406,60.60.0.1,53837,10.100.200.15,5001,3,42.0-43.0,32243712,257949696
20250428104407,60.60.0.1,53837,10.100.200.15,5001,3,43.0-44.0,29884416,239075328
20250428104408,60.60.0.1,53837,10.100.200.15,5001,3,44.0-45.0,22544384,180355072
20250428104409,60.60.0.1,53837,10.100.200.15,5001,3,45.0-46.0,32112640,256901120
20250428104410,60.60.0.1,53837,10.100.200.15,5001,3,46.0-47.0,33292288,266338304
20250428104411,60.60.0.1,53837,10.100.200.15,5001,3,47.0-48.0,33030144,264241152
20250428104412,60.60.0.1,53837,10.100.200.15,5001,3,48.0-49.0,31457280,251658240
20250428104413,60.60.0.1,53837,10.100.200.15,5001,3,49.0-50.0,30539776,244318208
20250428104414,60.60.0.1,53837,10.100.200.15,5001,3,50.0-51.0,32636928,261095424
20250428104415,60.60.0.1,53837,10.100.200.15,5001,3,51.0-52.0,32636928,261095424
20250428104416,60.60.0.1,53837,10.100.200.15,5001,3,52.0-53.0,33161216,265289728
20250428104417,60.60.0.1,53837,10.100.200.15,5001,3,53.0-54.0,35127296,281018368
20250428104418,60.60.0.1,53837,10.100.200.15,5001,3,54.0-55.0,33030144,264241152
20250428104419,60.60.0.1,53837,10.100.200.15,5001,3,55.0-56.0,34471936,275775488
20250428104420,60.60.0.1,53837,10.100.200.15,5001,3,56.0-57.0,31064064,248512512
20250428104421,60.60.0.1,53837,10.100.200.15,5001,3,57.0-58.0,27394048,219152384
20250428104422,60.60.0.1,53837,10.100.200.15,5001,3,58.0-59.0,34865152,278921216
20250428104423,60.60.0.1,53837,10.100.200.15,5001,3,59.0-60.0,30801920,246415360
20250428104423,60.60.0.1,53837,10.100.200.15,5001,3,60.0-60.0,262144,229724175
20250428104423,60.60.0.1,53837,10.100.200.15,5001,3,0.0-60.0,2027814972,270334198
