20250428104657,60.60.0.1,43883,10.100.200.16,5001,3,0.0-1.0,20316220,162529760
20250428104658,60.60.0.1,43883,10.100.200.16,5001,3,1.0-2.0,24641536,197132288
20250428104659,60.60.0.1,43883,10.100.200.16,5001,3,2.0-3.0,27000832,216006656
20250428104700,60.60.0.1,43883,10.100.200.16,5001,3,3.0-4.0,28049408,224395264
20250428104701,60.60.0.1,43883,10.100.200.16,5001,3,4.0-5.0,27000832,216006656
20250428104702,60.60.0.1,43883,10.100.200.16,5001,3,5.0-6.0,25952256,207618048
20250428104703,60.60.0.1,43883,10.100.200.16,5001,3,6.0-7.0,20840448,166723584
20250428104704,60.60.0.1,43883,10.100.200.16,5001,3,7.0-8.0,24117248,192937984
20250428104705,60.60.0.1,43883,10.100.200.16,5001,3,8.0-9.0,13762560,110100480
20250428104706,60.60.0.1,43883,10.100.200.16,5001,3,9.0-10.0,17563648,140509184
20250428104707,60.60.0.1,43883,10.100.200.16,5001,3,10.0-11.0,27787264,222298112
20250428104708,60.60.0.1,43883,10.100.200.16,5001,3,11.0-12.0,26607616,212860928
20250428104709,60.60.0.1,43883,10.100.200.16,5001,3,12.0-13.0,26083328,208666624
20250428104710,60.60.0.1,43883,10.100.200.16,5001,3,13.0-14.0,15859712,126877696
20250428104711,60.60.0.1,43883,10.100.200.16,5001,3,14.0-15.0,20054016,160432128
20250428104712,60.60.0.1,43883,10.100.200.16,5001,3,15.0-16.0,26083328,208666624
20250428104713,60.60.0.1,43883,10.100.200.16,5001,3,16.0-17.0,21626880,173015040
20250428104714,60.60.0.1,43883,10.100.200.16,5001,3,17.0-18.0,20185088,161480704
20250428104715,60.60.0.1,43883,10.100.200.16,5001,3,18.0-19.0,21102592,168820736
20250428104716,60.60.0.1,43883,10.100.200.16,5001,3,19.0-20.0,21889024,175112192
20250428104717,60.60.0.1,43883,10.100.200.16,5001,3,20.0-21.0,17170432,137363456
20250428104718,60.60.0.1,43883,10.100.200.16,5001,3,21.0-22.0,21889024,175112192
20250428104719,60.60.0.1,43883,10.100.200.16,5001,3,22.0-23.0,16777216,134217728
20250428104720,60.60.0.1,43883,10.100.200.16,5001,3,23.0-24.0,18350080,146800640
20250428104721,60.60.0.1,43883,10.100.200.16,5001,3,24.0-25.0,19791872,158334976
20250428104722,60.60.0.1,43883,10.100.200.16,5001,3,25.0-26.0,20054016,160432128
20250428104723,60.60.0.1,43883,10.100.200.16,5001,3,26.0-27.0,20971520,167772160
20250428104724,60.60.0.1,43883,10.100.200.16,5001,3,27.0-28.0,19922944,159383552
20250428104725,60.60.0.1,43883,10.100.200.16,5001,3,28.0-29.0,19922944,159383552
20250428104726,60.60.0.1,43883,10.100.200.16,5001,3,29.0-30.0,18874368,150994944
20250428104727,60.60.0.1,43883,10.100.200.16,5001,3,30.0-31.0,19398656,155189248
20250428104728,60.60.0.1,43883,10.100.200.16,5001,3,31.0-32.0,21233664,169869312
20250428104729,60.60.0.1,43883,10.100.200.16,5001,3,32.0-33.0,21233664,169869312
20250428104730,60.60.0.1,43883,10.100.200.16,5001,3,33.0-34.0,19136512,153092096
20250428104731,60.60.0.1,43883,10.100.200.16,5001,3,34.0-35.0,13238272,105906176
20250428104732,60.60.0.1,43883,10.100.200.16,5001,3,35.0-36.0,19922944,159383552
20250428104733,60.60.0.1,43883,10.100.200.16,5001,3,36.0-37.0,20054016,160432128
20250428104734,60.60.0.1,43883,10.100.200.16,5001,3,37.0-38.0,20316160,162529280
20250428104735,60.60.0.1,43883,10.100.200.16,5001,3,38.0-39.0,17170432,137363456
20250428104736,60.60.0.1,43883,10.100.200.16,5001,3,39.0-40.0,21233664,169869312
20250428104737,60.60.0.1,43883,10.100.200.16,5001,3,40.0-41.0,21102592,168820736
20250428104738,60.60.0.1,43883,10.100.200.16,5001,3,41.0-42.0,18481152,147849216
20250428104739,60.60.0.1,43883,10.100.200.16,5001,3,42.0-43.0,20840448,166723584
20250428104740,60.60.0.1,43883,10.100.200.16,5001,3,43.0-44.0,18087936,144703488
20250428104741,60.60.0.1,43883,10.100.200.16,5001,3,44.0-45.0,15204352,121634816
20250428104742,60.60.0.1,43883,10.100.200.16,5001,3,45.0-46.0,20971520,167772160
20250428104743,60.60.0.1,43883,10.100.200.16,5001,3,46.0-47.0,20578304,164626432
